universe,universe_name,symbol,security_id,exchange_segment,instrument_type,company_name,series,source,mapping_status,source_symbol
hemant_good_200,Hemant Good 200,SHRIPISTON,17186,NSE_EQ,EQUITY,Shriram Pistons & Rings,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,SHRIPISTON
hemant_good_200,Hemant Good 200,AVANTIFEED,7936,NSE_EQ,EQUITY,Avanti Feeds,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,AVANTIFEED
hemant_good_200,Hemant Good 200,GVT&D,16783,NSE_EQ,EQUITY,GE Vernova T&D,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,GVT&D
hemant_good_200,Hemant Good 200,FORCEMOT,11573,NSE_EQ,EQUITY,Force Motors,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,FORCEMOT
hemant_good_200,Hemant Good 200,MEDANTA,11956,NSE_EQ,EQUITY,Global Health,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,MEDANTA
hemant_good_200,Hemant Good 200,SUMICHEM,17105,NSE_EQ,EQUITY,Sumitomo Chemical,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,SUMICHEM
hemant_good_200,Hemant Good 200,HSCL,14334,NSE_EQ,EQUITY,Himadri Speciality Chemical,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,HSCL
hemant_good_200,Hemant Good 200,CAPLIPOINT,3906,NSE_EQ,EQUITY,Caplin Point Laboratories,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,CAPLIPOINT
hemant_good_200,Hemant Good 200,ECLERX,15179,NSE_EQ,EQUITY,eClerx Services,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,ECLERX
hemant_good_200,Hemant Good 200,CROMPTON,17094,NSE_EQ,EQUITY,Crompton Greaves,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,CROMPTON
hemant_good_200,Hemant Good 200,TANLA,13976,NSE_EQ,EQUITY,Tanla Platforms,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,TANLA
hemant_good_200,Hemant Good 200,BAYERCROP,17927,NSE_EQ,EQUITY,Bayer Crop Science,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,BAYERCROP
hemant_good_200,Hemant Good 200,ASTRAL,14418,NSE_EQ,EQUITY,Astral,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,ASTRAL
hemant_good_200,Hemant Good 200,RATNAMANI,13451,NSE_EQ,EQUITY,Ratnamani Metals & Tubes,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,RATNAMANI
hemant_good_200,Hemant Good 200,HONAUT,3417,NSE_EQ,EQUITY,Honeywell Automation,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,HONAUT
